product,issue,sub_product,complaint_id,timely,company_response,submitted_via,company,date_received,state,sub_issue,Month_Year,count
Checking or savings account,Managing an account,Checking account,5302407,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,8/3/2022,KY,Funds not handled or disbursed as instructed,31-03-22,1
Checking or savings account,Managing an account,Checking account,5302467,Yes,Closed with monetary relief,Web,TD BANK US HOLDING COMPANY,9/3/2022,WA,Banking errors,31-03-22,1
Checking or savings account,Managing an account,Checking account,5302713,Yes,Closed with explanation,Phone,WELLS FARGO & COMPANY,9/3/2022,MN,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5302960,Yes,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,9/3/2022,CO,Fee problem,31-03-22,1
Checking or savings account,Managing an account,Checking account,5303221,Yes,Closed with explanation,Referral,U.S. BANCORP,8/3/2022,CO,Cashing a check,31-03-22,1
Checking or savings account,Managing an account,Checking account,5303650,Yes,Closed with explanation,Phone,TRUIST FINANCIAL CORPORATION,9/3/2022,DC,Funds not handled or disbursed as instructed,31-03-22,1
Checking or savings account,Managing an account,Checking account,5303675,Yes,Closed with explanation,Referral,ALLY FINANCIAL INC.,8/3/2022,RI,Cashing a check,31-03-22,1
Checking or savings account,Managing an account,Checking account,5303730,Yes,Closed with explanation,Referral,GOLDMAN SACHS BANK USA,8/3/2022,NE,Problem accessing account,31-03-22,1
Checking or savings account,Managing an account,Checking account,5304014,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,9/3/2022,UT,Cashing a check,31-03-22,1
Checking or savings account,Managing an account,Checking account,5304015,Yes,Closed with monetary relief,Web,JPMORGAN CHASE & CO.,9/3/2022,WA,Banking errors,31-03-22,1
Checking or savings account,Managing an account,Checking account,5305731,Yes,Closed with monetary relief,Web,"CITIBANK, N.A.",9/3/2022,OR,Problem accessing account,31-03-22,1
Checking or savings account,Managing an account,Checking account,5306691,Yes,Closed with explanation,Referral,"Credit Karma, LLC",9/3/2022,WY,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5307186,Yes,Closed with explanation,Phone,"CITIZENS FINANCIAL GROUP, INC.",10/3/2022,MA,Funds not handled or disbursed as instructed,31-03-22,1
Checking or savings account,Managing an account,Checking account,5307775,Yes,Closed with explanation,Phone,CAPITAL ONE FINANCIAL CORPORATION,10/3/2022,CT,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5307829,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,10/3/2022,IN,Problem accessing account,31-03-22,1
Checking or savings account,Managing an account,Checking account,5308493,No,Closed with explanation,Referral,"SANTANDER BANK, NATIONAL ASSOCIATION",10/3/2022,RI,Funds not handled or disbursed as instructed,31-03-22,1
Checking or savings account,Managing an account,Checking account,5308643,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,10/3/2022,MA,Problem accessing account,31-03-22,1
Checking or savings account,Managing an account,Checking account,5309429,Yes,Closed with monetary relief,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",11/3/2022,RI,Problem making or receiving payments,31-03-22,1
Checking or savings account,Managing an account,Checking account,5310395,Yes,Closed with explanation,Web,U.S. BANCORP,10/3/2022,AR,Problem accessing account,31-03-22,1
Checking or savings account,Managing an account,Checking account,5310702,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",13-03-22,MA,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5310766,Yes,Closed with explanation,Web,"Social Finance, Inc.",13-03-22,MA,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5311117,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,13-03-22,IN,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5311242,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",13-03-22,MA,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5311276,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",12/3/2022,AR,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5311669,Yes,Closed with monetary relief,Web,"CITIZENS FINANCIAL GROUP, INC.",13-03-22,MA,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5311730,Yes,Closed with explanation,Web,BOEING EMPLOYEES CREDIT UNION,13-03-22,WA,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5312053,Yes,Closed with explanation,Web,TRUIST FINANCIAL CORPORATION,14-03-22,MS,Fee problem,31-03-22,1
Checking or savings account,Managing an account,Checking account,5312605,Yes,Closed with non-monetary relief,Web,ALLY FINANCIAL INC.,11/3/2022,ME,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5314868,Yes,Closed with explanation,Web,BANCO POPULAR DE PUERTO RICO,11/3/2022,VI,Funds not handled or disbursed as instructed,31-03-22,1
Checking or savings account,Managing an account,Checking account,5314964,Yes,Closed with explanation,Web Referral,"PEOPLE'S UNITED BANK, NATIONAL ASSOCIATION",8/3/2022,CT,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5314965,Yes,Closed with explanation,Web Referral,"PEOPLE'S UNITED BANK, NATIONAL ASSOCIATION",9/3/2022,CT,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5315751,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,10/3/2022,KS,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5316030,Yes,Closed with explanation,Web Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",8/3/2022,CT,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5318341,Yes,Closed with monetary relief,Web,JPMORGAN CHASE & CO.,11/3/2022,CO,Banking errors,31-03-22,1
Checking or savings account,Managing an account,Checking account,5319538,Yes,Closed with explanation,Referral,FinCo Services Inc DBA Current,10/3/2022,KY,Funds not handled or disbursed as instructed,31-03-22,1
Checking or savings account,Managing an account,Checking account,5320442,Yes,Closed with explanation,Web,"CITIBANK, N.A.",14-03-22,KY,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5320614,Yes,Closed with explanation,Referral,"CITIBANK, N.A.",11/3/2022,MN,Funds not handled or disbursed as instructed,31-03-22,1
Checking or savings account,Managing an account,Checking account,5320651,Yes,Closed with explanation,Referral,"CITIBANK, N.A.",12/3/2022,CO,Funds not handled or disbursed as instructed,31-03-22,1
Checking or savings account,Managing an account,Checking account,5320665,Yes,Closed with explanation,Phone,"BANK OF AMERICA, NATIONAL ASSOCIATION",14-03-22,MA,Funds not handled or disbursed as instructed,31-03-22,1
Checking or savings account,Managing an account,Checking account,5320795,Yes,Closed with non-monetary relief,Web,TD BANK US HOLDING COMPANY,14-03-22,VT,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5320904,Yes,Closed with explanation,Phone,JPMORGAN CHASE & CO.,14-03-22,UT,Banking errors,31-03-22,1
Checking or savings account,Managing an account,Checking account,5321243,Yes,Closed with explanation,Phone,WELLS FARGO & COMPANY,14-03-22,KY,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5321323,Yes,Closed with explanation,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",13-03-22,OR,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5321484,Yes,Closed with explanation,Web,"Social Finance, Inc.",14-03-22,HI,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5321955,Yes,Closed with explanation,Web,"Social Finance, Inc.",14-03-22,HI,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5322442,Yes,Closed with explanation,Web,"Social Finance, Inc.",15-03-22,AR,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5322963,Yes,Closed with monetary relief,Referral,PNC Bank N.A.,11/3/2022,DE,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5322964,Yes,Closed with explanation,Referral,BANCO POPULAR DE PUERTO RICO,11/3/2022,PR,Funds not handled or disbursed as instructed,31-03-22,1
Checking or savings account,Managing an account,Checking account,5322973,Yes,Closed with explanation,Referral,PNC Bank N.A.,9/3/2022,IN,Banking errors,31-03-22,1
Checking or savings account,Managing an account,Checking account,5323132,Yes,Closed with explanation,Web,"Credit Karma, LLC",15-03-22,AR,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5323172,Yes,Closed with explanation,Phone,FIFTH THIRD FINANCIAL CORPORATION,15-03-22,IN,Funds not handled or disbursed as instructed,31-03-22,1
Checking or savings account,Managing an account,Checking account,5323426,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,14-03-22,KS,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5323567,Yes,Closed with explanation,Referral,ASSOCIATED BANC-CORP,14-03-22,WI,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5324238,Yes,Closed with explanation,Web,WASHINGTON FEDERAL BANK,15-03-22,OR,Problem accessing account,31-03-22,1
Checking or savings account,Managing an account,Checking account,5324919,No,Closed with explanation,Referral,BOEING EMPLOYEES CREDIT UNION,14-03-22,WA,Problem accessing account,31-03-22,1
Checking or savings account,Managing an account,Checking account,5325100,Yes,Closed with explanation,Phone,"CITIBANK, N.A.",15-03-22,DE,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5325111,Yes,Closed with explanation,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",14-03-22,AR,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5325147,Yes,Closed with explanation,Referral,"GREAT WESTERN BANCORP, INC.",14-03-22,NE,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5325340,Yes,Closed with explanation,Phone,KEYCORP,15-03-22,CT,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5325559,Yes,Closed with monetary relief,Web,WELLS FARGO & COMPANY,15-03-22,CT,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5325714,Yes,Closed with explanation,Referral,"CHARLES SCHWAB CORPORATION, THE",15-03-22,WA,Funds not handled or disbursed as instructed,31-03-22,1
Checking or savings account,Managing an account,Checking account,5325729,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,15-03-22,CO,Problem making or receiving payments,31-03-22,1
Checking or savings account,Managing an account,Checking account,5326097,Yes,Closed with non-monetary relief,Phone,JPMORGAN CHASE & CO.,15-03-22,KY,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5326755,Yes,Closed with explanation,Web,Chime Financial Inc,16-03-22,DE,Banking errors,31-03-22,1
Checking or savings account,Managing an account,Checking account,5327320,Yes,Closed with explanation,Web,"Credit Karma, LLC",15-03-22,MN,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5327495,Yes,Closed with explanation,Web,"Social Finance, Inc.",15-03-22,AR,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5327618,Yes,Closed with explanation,Web,ALLY FINANCIAL INC.,15-03-22,CO,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5327991,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,14-03-22,MA,Problem accessing account,31-03-22,1
Checking or savings account,Managing an account,Checking account,5328702,Yes,Closed with explanation,Phone,JPMORGAN CHASE & CO.,16-03-22,CT,Problem accessing account,31-03-22,1
Checking or savings account,Managing an account,Checking account,5328934,Yes,Closed with non-monetary relief,Phone,TRUIST FINANCIAL CORPORATION,16-03-22,PR,Problem accessing account,31-03-22,1
Checking or savings account,Managing an account,Checking account,5329058,Yes,Closed with explanation,Web,"CITIZENS FINANCIAL GROUP, INC.",16-03-22,CT,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5329384,Yes,Closed with explanation,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",15-03-22,CO,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5329964,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,15-03-22,OK,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5331612,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,16-03-22,MS,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5331831,Yes,Closed with non-monetary relief,Referral,PENTAGON FEDERAL CREDIT UNION,14-03-22,MN,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5331973,Yes,Closed with explanation,Phone,"Block, Inc.",16-03-22,CO,Deposits and withdrawals,31-03-22,1
Checking or savings account,Managing an account,Checking account,5333499,Yes,Closed with explanation,Web,KEYCORP,17-03-22,WA,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5333561,Yes,Closed with monetary relief,Phone,"UNITED BANKSHARES, INC.",17-03-22,WV,Problem using a debit or ATM card,31-03-22,1
Checking or savings account,Managing an account,Checking account,5334454,Yes,Closed with explanation,Phone,U.S. BANCORP,17-03-22,OR,Problem accessing account,31-03-22,1
Checking or savings account,Managing an account,Checking account,5335252,Yes,Closed with explanation,Referral,TRUIST FINANCIAL CORPORATION,16-03-22,DC,Deposits and withdrawals,31-03-22,1
